fsym,volumefrom,fsym,volumefrom,vol-vol%
STRAT,3124906.7699999996,STRAT,4677307.25,49.6782974424546
STU,340679.79000000004,STU,2090095.41,513.507308431768
STX,1628743.44,STX,1864743.56,14.489705020699892
SUB,8204632.36,SUB,11462380.819999998,39.70620884712009
SUMO,1374,SUMO,300659.37,21782.050218340613
SUR,6168.24,SUR,47850.99,675.7640753278083
SWT,431466.27,SWT,885827.3699999999,105.30628500809573
SXC,392547.66000000003,SXC,3176861.2800000003,709.2931390802329
SYNX,2636660.19,SYNX,4797641.7299999995,81.95904607639257
SYS,34689917.55,SYS,84372994.17,143.22050938400116
TAAS,131871.96,TAAS,148620.18,12.700364808409613
TER,2.7561,TER,761.37,27524.90475672146
TES,0,TES,914645.0700000001,NULL
TFL,2263.05,TFL,15787.380000000001,597.6151653741632
THC,85172544.9,THC,56143102.67999999,-34.08309832010199
TIE,222766.23,TIE,160513.41,-27.94535778605222
TIME,4759.97,TIME,6477.16,36.0756475355937
TIX,6007097.88,TIX,20035575.75,233.53170116815215
TKN,166306.74,TKN,344457.30000000005,107.12167167728744
TKR,727500.3,TKR,249370.59,-65.72226980524957
TKS,1379129.94,TKS,223233.81,-83.81343167707605
TNT,31054727.12,TNT,73846061.27,137.79330272215248
TOA,0,TOA,8564479.14,NULL
TRC,0,TRC,240092.03999999998,NULL
TRCT,10560.48,TRCT,14994,41.98218262806236
TRI,0,TRI,1470.6,NULL
TRIG,3939814.56,TRIG,4208751.42,6.826129908002571
TRST,7000321.23,TRST,12196053.3,74.22133783994938
TRUMP,42452.909999999996,TRUMP,207940.86,389.815327147185
TRUST,2234670.5999999996,TRUST,1331019.18,-40.437790697206104
TRX,5379134590.360001,TRX,5170808426.11,-3.8728565115909963
TTC,3424792.78,TTC,22207447.33,548.4318543208327
TX,659597.4299999999,TX,604873.08,-8.296628748235115
TZC,0,TZC,1043137.5900000001,NULL
UBQ,1495574.82,UBQ,2644845.36,76.84473719609693
UFR,320893.68,UFR,432064.74,34.64420365025575
UIS,3461.16,UIS,588029.3999999999,16889.373504836527
UKG,15152573.82,UKG,72975988.26,381.6078715530059
UNB,9280708.83,UNB,4254132.21,-54.161559338566164
UNIFY,83476.38,UNIFY,882866.8500000001,957.6247436700057
UNIT,12840.119999999999,UNIT,104071.56,710.518593284175
UNO,0.0063360000000000005,UNO,953.1299999999999,15042987.12121212
UQC,4128.82,UQC,4856.089999999999,17.614475806646926
USDT,362870528.96,USDT,580498748.83,59.9740685730887
VEE,7248737.49,VEE,7368321.36,1.649719970753143
VEN,21267017.099999998,VEN,52968814.04,149.06555437903893
VERI,3657.6,VERI,4890.48,33.707349081364825
VIA,2536723.83,VIA,1888687.08,-25.546208157787518
VIB,79390816.42,VIB,47426102.2,-40.26248332161943
VIBE,789260.25,VIBE,306868.5,-61.11947865105331
VIVO,0,VIVO,46512.899999999994,NULL
VOISE,6853474.5,VOISE,17368356.240000002,153.42410247532112
VOX,55287526.230000004,VOX,134674852.35000002,143.58994068525178
VRC,3733986.66,VRC,4724115.300000001,26.516662488558556
VRM,273134.97000000003,VRM,99977.13,-63.396437299844834
VTC,2812706.31,VTC,4105218.99,45.952635559736066
VTR,817912.2000000001,VTR,1399984.9500000002,71.16567646258365
WABI,6881748,WABI,6766032,-1.6814913885251248
WAND,65254.92,WAND,220717.19999999998,238.23840409274882
WAVES,5823209.869999999,WAVES,6792692.510000001,16.648595218842793
WC,0,WC,1852760.7600000002,NULL
WCT,29960.100000000002,WCT,19425.39,-35.16246607988626
WDC,28998.300000000003,WDC,1771821.9899999998,6010.089177641446
WGO,20499.54,WGO,28227.300000000003,37.69723613310349
WGR,708662.4299999999,WGR,2004633.87,182.87570853727922
WILD,26700.300000000003,WILD,67547.25,152.98311254929718
WINGS,4207732.14,WINGS,6589187.16,56.59711551886002
WRC,2260706.36,WRC,2146316.98,-5.059895527519987
WTC,2378228.9699999997,WTC,2488888.3499999996,4.6530162316540915
WTT,178125.66,WTT,55602.299999999996,-68.78478934478053
XAS,44390.14,XAS,33188.06,-25.23551401279654
XAUR,4196139.4799999995,XAUR,4374692.3100000005,4.255169086991384
XBC,23605.5,XBC,3761.3999999999996,-84.0655779373451
XBL,0,XBL,280537.65,NULL
XBY,304456.05000000005,XBY,23655494.04,7669.756600336895
XCN,1427420.1300000001,XCN,1171355.49,-17.938981987034197
XCP,87270.69,XCP,107269.17,22.915459932767803
XCXT,0,XCXT,799048.9500000001,NULL
XDN,726614498.76,XDN,1256430849.68,72.91574167927494
XEL,4159338.87,XEL,11659273.379999999,180.3155439941348
XEM,68431238.45,XEM,97964338.32000001,43.15733653071129
XID,860834.97,XID,960149.46,11.536995296554926
XIOS,165625.26,XIOS,240788.43,45.38146536343549
XLC,0,XLC,843662.04,NULL
XLM,408900597.73,XLM,1460407017.8999999,257.15453242362753
XMCC,0,XMCC,76420.29000000001,NULL
XMG,4812090.2700000005,XMG,7644284.459999999,58.85579926995007
XMR,336579.26,XMR,571135.98,69.68840563735269
XMY,222911788.11,XMY,101727832.32,-54.364085819543796
XP,0,XP,0,NULL
XPD,369761.43,XPD,27586249.56,7360.553568283204
XPM,1091796.6,XPM,1732963.1400000001,58.72582310661162
XRL,149445.69,XRL,1395501.24,833.7848686034372
XRP,827964677.02,XRP,1946612819.21,135.10819642888924
XSPEC,3900.24,XSPEC,1006385.3400000001,25703.16442065104
XST,1058153.19,XST,1268408.97,19.870070041559863
XTZ,126532.05,XTZ,174459.21,37.87748637598141
XUC,18762.589999999997,XUC,23100.469999999998,23.119835800920885
XVC,419003.79,XVC,1128425.01,169.31140885384355
XVG,2888624827.04,XVG,1571302812.14,-45.60377666800959
XWC,5386358.550000001,XWC,5997601.17,11.347974969100397
XZC,208799.66999999998,XZC,392939.19,88.18956466741544
YOVI,208.98,YOVI,114119.54999999999,54507.881136950906
YOYOW,28763778,YOYOW,16078689,-44.10091400371676
ZCG,139065.63,ZCG,162860.63999999998,17.110633303138943
ZCL,574573.71,ZCL,1329010.5,131.30374343093422
ZEC,142911.18,ZEC,298600.44,108.94127387374452
ZECD,211333241.49,ZECD,200039448.63,-5.344068344560181
ZEIT,1237918.49,ZEIT,500230.39,-59.59100748224546
ZEN,298416.08999999997,ZEN,653915.1000000001,119.12863344600493
ZENI,9221104.05,ZENI,10099613.43,9.527160470551234
ZER,0,ZER,466558.98,NULL
ZET,16360.44,ZET,904130.12,5426.319096552415
ZOI,0,ZOI,1173642.99,NULL
ZRC,71692.43,ZRC,76836.75,7.175541406533448
ZRX,23051892.55,ZRX,18083615.98,-21.55257560403647
ZSC,15229169.76,ZSC,24676776.330000002,62.03625489036509
ZSE,0,ZSE,598098.3,NULL
